a,b,c,d,e,f,g,h,i,j,k,l,m,expectation,variance
50,60,900,1300,50,50,103,110,0,0,0,0,0,-0.23538952,0
10,90,1100,1400,90,90,90,97,0,0,0,0,1,-0.23538952,0
80,130,1500,2000,95,140,99,120,0,0,0,0,2,-0.23538952,0
30,60,800,900,50,100,95,102,0,0,0,0,3,-0.23538952,0
30,110,700,1300,90,140,0,150,0,0,0,1,0,-0.232955157,0
0,150,300,500,105,110,98,101,0,0,0,1,1,-0.23538952,0
130,150,1000,1100,80,120,80,101,0,0,0,1,2,-0.23538952,0
10,90,800,800,60,130,105,150,0,0,0,1,3,-0.23538952,0
30,50,300,900,60,160,97,103,0,0,0,2,0,-0.171562804,0
40,120,1200,3000,100,200,90,102,0,0,0,2,1,-0.23538952,0
20,110,1000,1200,70,95,99,102,0,0,0,2,2,-0.23538952,0
120,150,900,1200,100,120,97,150,0,0,0,2,3,-0.23538952,0
60,80,300,500,50,110,98,102,0,0,0,3,0,-0.23538952,0
90,110,0,700,140,200,50,101,0,0,0,3,1,-0.23538952,0
40,90,1300,3000,0,105,99,110,0,0,0,3,2,-0.23538952,0
10,70,0,300,70,80,80,105,0,0,0,3,3,-0.23538952,0
0,70,800,1000,70,110,90,101,0,0,1,0,0,-0.277520366,0
50,130,800,1800,105,110,90,95,0,0,1,0,1,-0.23538952,0
100,100,700,1100,70,100,98,103,0,0,1,0,2,-0.23538952,0
60,110,1100,3000,60,105,90,110,0,0,1,0,3,-0.23538952,0
0,140,1500,1500,70,110,98,105,0,0,1,1,0,-0.412146005,0
90,130,1200,1300,105,120,99,110,0,0,1,1,1,-0.23538952,0
0,70,500,1300,90,140,0,105,0,0,1,1,2,-0.38783644,0
10,50,0,500,105,140,99,102,0,0,1,1,3,-0.23538952,0
30,50,300,1400,70,130,97,101,0,0,1,2,0,-0.317739124,0
0,150,600,3000,80,110,110,150,0,0,1,2,1,-0.23538952,0
50,150,1100,1300,60,130,0,120,0,0,1,2,2,-0.23538952,0
50,100,600,1000,120,140,95,105,0,0,1,2,3,-0.23538952,0
10,30,800,1300,80,90,95,120,0,0,1,3,0,-0.23538952,0
100,130,0,2000,120,200,100,150,0,0,1,3,1,-0.23538952,0
70,70,600,1400,110,120,100,105,0,0,1,3,2,-0.225252923,0
120,150,1000,1800,60,200,90,105,0,0,1,3,3,-0.23538952,0
20,120,500,1000,95,130,103,105,0,0,2,0,0,-0.23538952,0
80,150,1200,2000,95,110,101,103,0,0,2,0,1,-0.23538952,0
110,120,300,1300,60,200,97,105,0,0,2,0,2,-0.23538952,0
30,80,700,1400,70,100,0,97,0,0,2,0,3,-0.23538952,0
10,40,1500,3000,50,50,105,120,0,0,2,1,0,-0.23538952,0
0,100,600,1000,100,140,90,90,0,0,2,1,1,-1.637383995,0
0,20,700,1100,70,200,50,150,0,0,2,1,2,-0.23538952,0
140,140,1400,1500,80,100,50,103,0,0,2,1,3,-0.23538952,0
70,140,800,1500,50,110,100,150,0,0,2,2,0,-0.23538952,0
40,40,0,1300,60,95,80,80,0,0,2,2,1,-0.23538952,0
10,20,0,500,50,120,98,102,0,0,2,2,2,-0.23538952,0
10,50,300,600,50,110,90,95,0,0,2,2,3,-0.23538952,0
10,60,300,1500,130,140,105,110,0,0,2,3,0,-0.23538952,0
20,130,300,600,110,120,100,110,0,0,2,3,1,-0.239671972,0
40,140,500,1100,130,150,50,98,0,0,2,3,2,-0.23538952,0
100,120,1100,2000,100,105,90,105,0,0,2,3,3,-0.23538952,0
110,130,1400,1500,90,95,80,150,0,0,3,0,0,-0.23538952,0
40,110,300,300,80,80,101,150,0,0,3,0,1,-0.23538952,0
20,110,500,600,50,100,95,103,0,0,3,0,2,-0.23538952,0
60,140,0,2000,100,150,103,150,0,0,3,0,3,-0.23538952,0
70,90,600,900,0,50,99,101,0,0,3,1,0,-0.23538952,0
100,140,500,600,0,90,97,120,0,0,3,1,1,-0.23538952,0
0,10,800,1800,0,130,80,150,0,0,3,1,2,-0.23538952,0
110,130,300,1300,95,100,95,120,0,0,3,1,3,-0.23538952,0
120,120,800,1800,60,80,120,150,0,0,3,2,0,-0.23538952,0
60,110,500,1400,140,160,0,80,0,0,3,2,1,-0.23538952,0
10,120,300,1000,120,160,50,97,0,0,3,2,2,-0.23538952,0
20,130,1000,1500,90,105,0,97,0,0,3,2,3,-0.23538952,0
100,140,800,1300,50,140,101,102,0,0,3,3,0,-0.23538952,0
40,100,300,700,60,130,90,97,0,0,3,3,1,-0.23538952,0
60,140,1200,2000,60,130,90,95,0,0,3,3,2,-0.23538952,0
50,60,600,1300,0,70,102,120,0,0,3,3,3,-0.23538952,0
100,110,600,3000,80,160,97,110,0,1,0,0,0,-0.23538952,0
10,60,700,1500,50,200,99,120,0,1,0,0,1,-0.170921964,0
10,100,2000,2000,80,130,50,150,0,1,0,0,2,0.558110912,0
60,110,300,2000,130,160,97,110,0,1,0,0,3,-0.23538952,0
20,120,300,900,50,200,95,120,0,1,0,1,0,-0.077980664,0
40,120,900,1400,60,120,97,110,0,1,0,1,1,-0.23538952,0
20,110,300,500,50,50,95,97,0,1,0,1,2,-0.23538952,0
20,110,900,1200,105,150,98,120,0,1,0,1,3,-0.158525325,0
10,50,800,1400,110,110,98,99,0,1,0,2,0,-0.23538952,0
30,120,0,1500,110,160,80,110,0,1,0,2,1,0.117285865,0
90,120,600,600,105,150,90,102,0,1,0,2,2,-0.23538952,0
30,70,1500,1800,0,130,95,98,0,1,0,2,3,-0.23538952,0
0,120,900,1500,0,105,80,120,0,1,0,3,0,-0.23538952,0
70,150,0,300,80,80,90,90,0,1,0,3,1,-0.23538952,0
40,90,600,2000,120,200,0,97,0,1,0,3,2,-0.23538952,0
10,150,600,3000,95,140,80,101,0,1,0,3,3,0.574887499,0
40,60,700,3000,70,200,80,110,0,1,1,0,0,-0.169644188,0
70,120,500,700,100,110,90,102,0,1,1,0,1,-0.23538952,0
30,60,0,1100,50,105,98,110,0,1,1,0,2,-0.27803962,0
60,90,0,1800,100,120,0,98,0,1,1,0,3,-0.23538952,0
40,90,1300,1300,90,120,80,102,0,1,1,1,0,-0.152008185,0
0,20,1000,1800,50,70,98,99,0,1,1,1,1,-0.23538952,0
0,50,1100,1500,150,160,90,98,0,1,1,1,2,-0.23538952,0
10,120,300,1200,90,130,105,110,0,1,1,1,3,-0.23538952,0
120,140,800,3000,130,200,90,97,0,1,1,2,0,-0.23538952,0
110,120,500,900,0,120,80,101,0,1,1,2,1,-0.23538952,0
120,150,300,500,70,110,90,103,0,1,1,2,2,-0.23538952,0
10,70,1800,1800,80,150,0,103,0,1,1,2,3,-0.221054016,0
50,110,1100,1300,105,110,50,101,0,1,1,3,0,-0.23538952,0
30,100,300,1400,100,200,98,100,0,1,1,3,1,-0.153208174,0
20,110,800,1100,95,110,0,101,0,1,1,3,2,-0.066906926,0
20,50,300,1100,60,160,90,97,0,1,1,3,3,-0.23538952,0
100,130,700,1200,80,95,0,120,0,1,2,0,0,-0.23538952,0
70,80,300,1400,120,200,97,103,0,1,2,0,1,-0.23538952,0
20,140,700,1400,95,150,101,102,0,1,2,0,2,-0.23538952,0
40,80,900,1300,105,110,95,105,0,1,2,0,3,-0.23538952,0
30,130,1200,1300,60,130,0,99,0,1,2,1,0,-0.23538952,0
130,140,700,800,50,130,97,105,0,1,2,1,1,-0.23538952,0
20,60,1200,1500,90,105,97,98,0,1,2,1,2,-0.23538952,0
110,140,0,2000,120,130,103,150,0,1,2,1,3,-0.23538952,0
20,70,800,1300,0,60,90,90,0,1,2,2,0,-0.23538952,0
40,140,0,500,90,140,80,90,0,1,2,2,1,-0.23538952,0
30,30,0,500,160,160,0,110,0,1,2,2,2,-0.23538952,0
80,150,800,1000,0,200,103,150,0,1,2,2,3,-0.23538952,0
0,20,0,2000,90,110,0,90,0,1,2,3,0,-0.23538952,0
40,90,800,900,60,120,105,150,0,1,2,3,1,-0.23538952,0
0,140,500,700,50,140,80,98,0,1,2,3,2,-0.23538952,0
40,50,0,800,110,150,120,120,0,1,2,3,3,-0.23538952,0
80,100,500,1000,60,160,90,150,0,1,3,0,0,-0.23538952,0
90,120,0,1400,110,130,99,150,0,1,3,0,1,-0.23538952,0
0,40,0,1200,105,150,102,102,0,1,3,0,2,-1.525804251,0
40,120,1000,1200,70,80,103,105,0,1,3,0,3,-0.23538952,0
30,40,600,1000,60,80,80,150,0,1,3,1,0,-0.23538952,0
50,100,1000,1300,80,120,0,101,0,1,3,1,1,-0.23538952,0
40,140,300,3000,150,200,105,120,0,1,3,1,2,-0.23538952,0
130,130,600,600,0,70,100,102,0,1,3,1,3,-0.23538952,0
70,130,700,3000,80,150,0,102,0,1,3,2,0,-0.23538952,0
0,110,800,1200,60,140,90,97,0,1,3,2,1,-0.23538952,0
30,90,600,700,90,200,98,99,0,1,3,2,2,-0.23538952,0
110,130,800,1000,120,160,90,101,0,1,3,2,3,-0.23538952,0
70,100,700,2000,0,50,50,98,0,1,3,3,0,-0.23538952,0
0,80,1300,1400,50,150,98,100,0,1,3,3,1,-0.23538952,0
20,140,0,800,110,150,97,110,0,1,3,3,2,-0.47641055,0
0,40,1000,3000,60,70,99,102,0,1,3,3,3,-0.23538952,0
80,90,1200,1400,100,100,97,103,0,2,0,0,0,-0.23538952,0
70,120,0,600,95,200,0,101,0,2,0,0,1,-0.23538952,0
20,130,800,3000,60,150,0,103,0,2,0,0,2,0.89380889,0
10,80,1500,1500,0,95,95,102,0,2,0,0,3,-0.23538952,0
10,70,600,2000,50,105,98,103,0,2,0,1,0,-0.134432348,0
60,70,300,900,95,110,99,150,0,2,0,1,1,-0.23538952,0
20,140,300,900,50,200,80,103,0,2,0,1,2,0.811119559,0
80,140,0,800,100,120,101,110,0,2,0,1,3,-0.23538952,0
20,150,500,800,50,110,102,105,0,2,0,2,0,-0.23538952,0
0,120,500,600,80,100,0,120,0,2,0,2,1,-0.23538952,0
50,110,500,1200,95,105,80,150,0,2,0,2,2,-0.23538952,0
120,140,800,900,70,110,0,99,0,2,0,2,3,-0.23538952,0
30,70,500,500,100,120,50,102,0,2,0,3,0,0.951718504,0
30,100,300,1000,70,200,0,120,0,2,0,3,1,0.924995261,0
60,150,500,900,130,200,90,110,0,2,0,3,2,-0.23538952,0
70,130,0,1200,90,110,0,90,0,2,0,3,3,-0.23538952,0
30,70,800,1200,100,110,50,150,0,2,1,0,0,0.739286385,0
30,110,800,1200,90,120,110,110,0,2,1,0,1,0.811223728,0
0,30,600,900,80,95,0,99,0,2,1,0,2,-0.23538952,0
80,110,700,1400,95,100,50,95,0,2,1,0,3,-0.23538952,0
50,140,1300,1400,60,150,90,99,0,2,1,1,0,-0.23538952,0
20,140,0,1200,0,200,0,99,0,2,1,1,1,-0.23538952,0
30,40,1200,1200,110,150,0,150,0,2,1,1,2,0.24106141,0
20,20,0,500,90,150,90,103,0,2,1,1,3,-0.23538952,0
120,130,800,1000,0,105,103,120,0,2,1,2,0,-0.23538952,0
30,90,900,1400,95,100,80,101,0,2,1,2,1,-0.23538952,0
0,120,700,1200,110,160,80,150,0,2,1,2,2,0.212276395,0
70,130,1200,1400,80,110,101,102,0,2,1,2,3,-0.23538952,0
80,100,500,900,150,160,90,105,0,2,1,3,0,-0.23538952,0
20,70,600,1400,60,80,90,99,0,2,1,3,1,-0.23538952,0
20,130,900,2000,70,110,95,100,0,2,1,3,2,-0.087002922,0
40,130,300,1100,200,200,50,100,0,2,1,3,3,0.228724942,0
130,140,700,3000,100,160,99,110,0,2,2,0,0,-0.23538952,0
110,130,900,1100,100,160,90,105,0,2,2,0,1,-0.23538952,0
30,30,700,1000,0,110,0,150,0,2,2,0,2,-0.043079998,0
80,90,300,500,60,140,90,100,0,2,2,0,3,-0.23538952,0
10,150,0,600,70,130,100,120,0,2,2,1,0,-0.230697005,0
80,90,600,1800,95,120,98,101,0,2,2,1,1,-0.23538952,0
40,50,1300,3000,50,50,101,150,0,2,2,1,2,-0.23538952,0
20,100,800,1300,50,200,105,105,0,2,2,1,3,-0.072424756,0
100,130,1000,3000,90,110,50,100,0,2,2,2,0,-0.23538952,0
10,130,500,600,70,110,97,120,0,2,2,2,1,-0.242130565,0
20,70,600,1000,70,200,0,98,0,2,2,2,2,-0.23538952,0
10,90,600,1400,50,200,98,150,0,2,2,2,3,-0.088493228,0
60,140,600,700,0,150,110,120,0,2,2,3,0,-0.23538952,0
50,70,300,1500,90,110,100,101,0,2,2,3,1,-0.23538952,0
60,90,800,1500,0,110,102,103,0,2,2,3,2,-0.23538952,0
30,90,1200,1400,50,130,50,50,0,2,2,3,3,-0.23538952,0
70,150,700,3000,70,95,103,103,0,2,3,0,0,-0.23538952,0
40,130,700,1400,130,140,50,95,0,2,3,0,1,-0.23538952,0
70,110,300,1000,60,140,80,110,0,2,3,0,2,-0.23538952,0
40,60,900,900,140,150,50,105,0,2,3,0,3,-0.23538952,0
10,100,0,2000,60,105,99,105,0,2,3,1,0,-0.352260091,0
20,140,1200,1500,120,160,110,120,0,2,3,1,1,-0.23538952,0
40,40,800,1800,140,160,50,110,0,2,3,1,2,-0.23538952,0
50,130,1000,3000,90,160,80,103,0,2,3,1,3,-0.23538952,0
90,120,1400,3000,60,140,0,95,0,2,3,2,0,-0.23538952,0
60,110,1400,2000,110,120,99,120,0,2,3,2,1,-0.23538952,0
50,150,1800,3000,80,110,97,110,0,2,3,2,2,-0.23538952,0
130,150,0,1200,70,100,0,97,0,2,3,2,3,-0.23538952,0
0,50,1300,1500,90,120,80,98,0,2,3,3,0,-0.23538952,0
60,90,700,1100,60,200,0,95,0,2,3,3,1,-0.23538952,0
10,110,1000,1000,0,140,102,120,0,2,3,3,2,-0.23538952,0
30,60,700,1100,150,150,0,100,0,2,3,3,3,-0.25608565,0
40,100,1100,1300,50,160,101,110,0,3,0,0,0,-0.23538952,0
0,130,700,1200,80,110,0,102,0,3,0,0,1,0.96476395,0
50,80,1500,3000,60,130,50,90,0,3,0,0,2,-0.23538952,0
70,100,1200,1800,80,150,0,150,0,3,0,0,3,-0.23538952,0
10,150,600,2000,70,110,102,120,0,3,0,1,0,-0.23538952,0
60,110,1800,1800,90,90,98,103,0,3,0,1,1,-0.23538952,0
0,60,1000,1400,95,110,103,150,0,3,0,1,2,-0.23538952,0
80,140,1200,2000,110,140,0,97,0,3,0,1,3,-0.23538952,0
20,110,800,1000,60,150,0,100,0,3,0,2,0,0.987274531,0
60,90,600,1800,110,150,95,99,0,3,0,2,1,-0.23538952,0
40,110,500,600,100,110,103,120,0,3,0,2,2,-0.23538952,0
120,120,500,1400,90,150,80,102,0,3,0,2,3,0.834336124,0
30,110,800,1100,50,150,50,150,0,3,0,3,0,0.992443366,0
60,70,700,1000,100,150,50,103,0,3,0,3,1,-0.23538952,0
50,100,0,900,0,80,98,103,0,3,0,3,2,-0.23538952,0
40,70,1000,1200,70,130,99,110,0,3,0,3,3,-0.23538952,0
20,90,0,900,90,100,80,103,0,3,1,0,0,-0.148912517,0
80,130,300,1200,50,120,0,99,0,3,1,0,1,-0.23538952,0
30,30,1300,1300,80,150,100,150,0,3,1,0,2,-0.170840577,0
50,150,0,1400,105,110,97,102,0,3,1,0,3,-0.23538952,0
30,100,800,1800,100,140,90,105,0,3,1,1,0,0.141346462,0
30,100,1400,1500,50,160,80,97,0,3,1,1,1,-0.23538952,0
0,0,600,800,90,160,100,100,0,3,1,1,2,0.507431614,0
20,40,500,1500,0,150,80,100,0,3,1,1,3,0.71366118,0
40,40,700,1800,70,95,80,97,0,3,1,2,0,-0.23538952,0
20,150,0,2000,90,120,100,110,0,3,1,2,1,-0.076704121,0
30,110,700,900,95,110,0,102,0,3,1,2,2,0.888329472,0
50,140,300,800,105,200,50,97,0,3,1,2,3,-0.23538952,0
20,60,1400,2000,95,95,50,102,0,3,1,3,0,-0.23538952,0
150,150,900,1100,140,140,101,101,0,3,1,3,1,0.204545115,0
60,140,700,1000,70,100,50,150,0,3,1,3,2,-0.23538952,0
0,40,600,1200,100,150,105,120,0,3,1,3,3,-0.23538952,0
0,10,1000,2000,110,130,101,101,0,3,2,0,0,-0.23538952,0
10,120,1300,1300,95,120,0,150,0,3,2,0,1,0.695908402,0
130,140,800,1500,100,105,100,110,0,3,2,0,2,-0.23538952,0
80,90,1000,1500,160,200,103,103,0,3,2,0,3,-0.23538952,0
60,70,1100,1400,110,140,110,150,0,3,2,1,0,-0.23538952,0
30,60,700,1800,60,120,80,110,0,3,2,1,1,0.766364843,0
40,60,1400,1400,70,130,97,105,0,3,2,1,2,-0.041367743,0
0,140,800,2000,70,160,99,110,0,3,2,1,3,-0.07985758,0
60,150,600,1200,100,140,50,110,0,3,2,2,0,-0.23538952,0
40,70,500,3000,130,160,0,50,0,3,2,2,1,-0.23538952,0
30,90,1400,1500,100,200,101,102,0,3,2,2,2,-0.23538952,0
80,120,1000,2000,140,160,90,103,0,3,2,2,3,-0.23538952,0
30,120,2000,3000,95,140,95,105,0,3,2,3,0,-0.23538952,0
10,80,300,1500,150,200,120,150,0,3,2,3,1,-0.23538952,0
100,140,300,1400,80,105,150,150,0,3,2,3,2,-0.23538952,0
10,90,800,2000,160,200,102,110,0,3,2,3,3,-0.23538952,0
10,30,1100,1300,50,110,97,110,0,3,3,0,0,-0.23538952,0
90,120,500,2000,120,200,0,103,0,3,3,0,1,-0.23538952,0
60,100,1000,1500,0,90,99,120,0,3,3,0,2,-0.23538952,0
30,130,0,1200,80,200,99,103,0,3,3,0,3,-0.355841051,0
10,20,800,900,140,150,98,150,0,3,3,1,0,-0.23538952,0
0,90,800,2000,120,120,97,103,0,3,3,1,1,0.03052455,0
0,100,500,1100,50,90,50,110,0,3,3,1,2,-0.23538952,0
80,150,500,1000,0,100,98,120,0,3,3,1,3,-0.23538952,0
120,130,700,900,110,130,120,150,0,3,3,2,0,-0.23538952,0
110,110,600,1100,100,120,97,120,0,3,3,2,1,0.007593392,0
20,120,600,1200,100,130,95,150,0,3,3,2,2,-0.053442713,0
60,110,600,1300,0,100,80,99,0,3,3,2,3,-0.23538952,0
90,120,1200,3000,80,110,98,99,0,3,3,3,0,-0.23538952,0
40,70,900,3000,50,140,50,101,0,3,3,3,1,-0.23538952,0
40,140,900,1300,70,110,80,105,0,3,3,3,2,-0.23538952,0
30,80,600,1800,0,105,105,110,0,3,3,3,3,-0.23538952,0
10,20,0,800,60,110,95,105,1,0,0,0,0,-0.23538952,0
80,120,800,1200,105,160,95,101,1,0,0,0,1,-0.23538952,0
90,140,500,1200,140,150,100,120,1,0,0,0,2,-0.23538952,0
60,100,1500,1500,0,50,101,103,1,0,0,0,3,-0.23538952,0
0,70,0,1000,0,0,50,98,1,0,0,1,0,-0.23538952,0
90,110,800,3000,90,120,90,97,1,0,0,1,1,-0.23538952,0
90,90,800,800,80,120,95,98,1,0,0,1,2,-0.23538952,0
10,20,1300,2000,80,150,100,102,1,0,0,1,3,-0.23538952,0
40,110,0,0,50,70,90,105,1,0,0,2,0,-0.23538952,0
30,60,500,500,50,130,98,110,1,0,0,2,1,-0.168520605,0
70,120,800,900,120,150,0,95,1,0,0,2,2,-0.23538952,0
20,80,500,1200,90,160,0,80,1,0,0,2,3,-0.23538952,0
70,80,800,1200,95,110,80,103,1,0,0,3,0,-0.23538952,0
40,120,1000,3000,95,105,99,105,1,0,0,3,1,-0.23538952,0
70,70,300,1500,100,130,90,150,1,0,0,3,2,-0.176827489,0
30,100,1100,1500,50,100,0,101,1,0,0,3,3,-0.23538952,0
110,140,2000,2000,140,150,95,120,1,0,1,0,0,-0.23538952,0
40,60,500,700,60,110,102,150,1,0,1,0,1,-0.23538952,0
20,110,500,700,80,110,90,102,1,0,1,0,2,-0.278213306,0
50,150,700,3000,0,200,98,120,1,0,1,0,3,-0.23538952,0
0,20,300,3000,95,160,97,120,1,0,1,1,0,-0.23538952,0
120,150,1000,3000,80,130,50,102,1,0,1,1,1,-0.23538952,0
50,150,700,3000,80,120,90,97,1,0,1,1,2,-0.23538952,0
40,80,600,1200,80,100,95,105,1,0,1,1,3,-0.23538952,0
130,130,700,1100,100,130,100,105,1,0,1,2,0,-0.200154277,0
90,120,900,3000,60,105,80,97,1,0,1,2,1,-0.23538952,0
70,100,300,1300,100,160,90,120,1,0,1,2,2,-0.23538952,0
30,130,1200,1400,50,200,95,100,1,0,1,2,3,-0.23538952,0
0,120,500,1200,105,200,97,105,1,0,1,3,0,-0.162625268,0
40,150,300,800,60,200,100,110,1,0,1,3,1,-0.182264761,0
10,140,300,2000,140,150,80,98,1,0,1,3,2,-0.23538952,0
40,120,0,3000,50,70,97,103,1,0,1,3,3,-0.23538952,0
40,60,0,700,50,200,120,120,1,0,2,0,0,-0.281760356,0
130,130,1100,3000,70,150,99,150,1,0,2,0,1,-0.23538952,0
100,110,700,900,90,95,99,100,1,0,2,0,2,-0.23538952,0
0,130,1000,1000,120,130,0,90,1,0,2,0,3,-0.23538952,0
0,90,1100,1300,80,120,90,105,1,0,2,1,0,-0.23538952,0
40,50,500,1400,90,105,95,103,1,0,2,1,1,-0.359919736,0
0,60,0,700,70,110,102,103,1,0,2,1,2,-0.23538952,0
10,140,500,1400,50,120,102,105,1,0,2,1,3,-0.23538952,0
50,100,1000,3000,80,150,102,105,1,0,2,2,0,-0.23538952,0
60,70,800,800,80,100,95,105,1,0,2,2,1,-0.23538952,0
140,150,800,3000,95,110,80,120,1,0,2,2,2,-0.23538952,0
120,140,800,900,110,130,90,150,1,0,2,2,3,-0.23538952,0
70,80,800,1200,50,150,90,103,1,0,2,3,0,-0.23538952,0
10,100,0,1400,0,50,99,101,1,0,2,3,1,-0.23538952,0
40,110,1100,1500,95,150,98,110,1,0,2,3,2,-0.23538952,0
0,100,600,900,80,160,98,110,1,0,2,3,3,-0.572584267,0
100,110,900,2000,100,105,102,120,1,0,3,0,0,-0.23538952,0
60,110,300,1800,120,120,100,150,1,0,3,0,1,-0.23538952,0
10,60,600,1400,110,140,80,80,1,0,3,0,2,-1.150399436,0
10,80,800,1100,110,110,98,105,1,0,3,0,3,-0.435142236,0
20,80,600,1400,100,150,50,97,1,0,3,1,0,-0.23538952,0
80,90,1200,2000,50,150,97,150,1,0,3,1,1,-0.23538952,0
60,70,700,3000,120,150,95,103,1,0,3,1,2,-0.23538952,0
0,140,900,1100,50,60,95,105,1,0,3,1,3,-0.23538952,0
30,110,500,700,0,160,103,105,1,0,3,2,0,-0.23538952,0
0,70,1100,2000,0,110,102,103,1,0,3,2,1,-0.23538952,0
30,70,1500,1500,0,50,0,90,1,0,3,2,2,-0.23538952,0
130,140,300,1000,70,95,80,99,1,0,3,2,3,-0.23538952,0
40,60,900,1000,60,150,80,105,1,0,3,3,0,-0.23538952,0
20,140,600,3000,0,110,120,120,1,0,3,3,1,-1.671819521,0
10,50,1000,1500,105,110,100,150,1,0,3,3,2,-0.23538952,0
20,100,1800,1800,60,130,50,90,1,0,3,3,3,-0.23538952,0
30,150,0,700,100,100,50,102,1,1,0,0,0,0.076163064,0
10,110,1300,3000,120,160,50,110,1,1,0,0,1,-0.23538952,0
90,150,300,500,110,160,101,105,1,1,0,0,2,-0.23538952,0
50,120,1300,2000,50,95,105,150,1,1,0,0,3,-0.23538952,0
110,140,800,800,50,150,95,98,1,1,0,1,0,-0.23538952,0
10,80,600,1400,80,200,50,100,1,1,0,1,1,0.669300681,0
50,60,900,900,50,70,97,110,1,1,0,1,2,-0.23538952,0
30,60,500,3000,60,160,90,105,1,1,0,1,3,0.082730966,0
20,140,500,900,90,130,90,110,1,1,0,2,0,0.045301417,0
10,140,1500,1500,0,150,90,110,1,1,0,2,1,0.052201531,0
0,20,700,1300,90,110,97,100,1,1,0,2,2,-0.23538952,0
50,150,1000,1200,80,150,98,99,1,1,0,2,3,-0.23538952,0
30,60,300,1100,120,200,99,100,1,1,0,3,0,-0.23538952,0
30,70,600,900,100,150,80,97,1,1,0,3,1,-0.23538952,0
10,90,900,1000,90,140,102,103,1,1,0,3,2,-0.23538952,0
50,70,800,1000,50,95,102,120,1,1,0,3,3,-0.23538952,0
80,130,0,1100,70,105,95,99,1,1,1,0,0,-0.23538952,0
30,130,300,2000,90,130,50,110,1,1,1,0,1,-0.129472515,0
40,90,600,1000,90,130,98,101,1,1,1,0,2,-0.284654414,0
110,110,1000,1300,100,160,100,103,1,1,1,0,3,-0.23538952,0
40,100,700,1500,80,200,95,102,1,1,1,1,0,-0.147356471,0
90,140,2000,3000,105,150,100,102,1,1,1,1,1,-0.23538952,0
50,150,800,900,90,110,98,150,1,1,1,1,2,-0.23538952,0
40,60,300,1200,130,140,95,102,1,1,1,1,3,-0.23538952,0
30,60,500,1200,0,160,99,99,1,1,1,2,0,-0.002105296,0
10,20,1000,2000,0,100,80,98,1,1,1,2,1,-0.23538952,0
0,100,700,2000,95,160,95,102,1,1,1,2,2,-0.083193609,0
0,70,800,1100,0,160,90,90,1,1,1,2,3,-0.143535801,0
20,40,1000,1500,0,200,110,150,1,1,1,3,0,-0.23538952,0
90,120,700,900,110,110,95,98,1,1,1,3,1,-0.23538952,0
110,130,300,900,120,120,50,80,1,1,1,3,2,-0.23538952,0
30,90,0,1300,90,100,50,110,1,1,1,3,3,-0.238731793,0
10,80,500,600,120,130,102,120,1,1,2,0,0,-0.23538952,0
70,90,1000,1300,95,160,102,102,1,1,2,0,1,-0.23538952,0
50,70,1300,1300,90,140,80,97,1,1,2,0,2,-0.23538952,0
60,110,800,900,70,90,50,103,1,1,2,0,3,-0.23538952,0
20,90,600,1800,0,120,97,110,1,1,2,1,0,-0.549447748,0
140,150,0,500,50,200,100,110,1,1,2,1,1,-0.23538952,0
30,100,900,2000,120,120,95,99,1,1,2,1,2,-0.23538952,0
100,150,0,1200,0,140,0,102,1,1,2,1,3,-0.23538952,0
60,70,500,500,70,130,95,120,1,1,2,2,0,-0.23538952,0
90,140,500,1300,140,150,98,100,1,1,2,2,1,-0.23538952,0
40,50,700,3000,60,95,95,110,1,1,2,2,2,-0.23538952,0
110,110,1800,1800,50,50,105,150,1,1,2,2,3,-0.23538952,0
0,110,600,1400,0,130,99,150,1,1,2,3,0,-0.176249411,0
140,150,700,1500,90,160,80,101,1,1,2,3,1,-0.23538952,0
0,140,1200,1300,0,160,99,102,1,1,2,3,2,-0.23538952,0
20,150,700,1500,0,95,97,150,1,1,2,3,3,-0.23538952,0
120,120,900,1400,80,130,105,120,1,1,3,0,0,-0.23538952,0
40,80,600,1300,50,200,80,102,1,1,3,0,1,-0.348529139,0
110,130,0,1400,70,160,50,90,1,1,3,0,2,-0.23538952,0
80,130,1100,1800,90,130,80,120,1,1,3,0,3,-0.23538952,0
80,130,0,1500,0,100,98,100,1,1,3,1,0,-0.23538952,0
110,110,1000,1100,105,200,105,120,1,1,3,1,1,-0.23538952,0
20,100,500,2000,70,95,90,90,1,1,3,1,2,-0.23538952,0
50,60,300,700,95,105,95,110,1,1,3,1,3,-0.23538952,0
120,140,1300,1500,95,160,50,99,1,1,3,2,0,-0.23538952,0
0,100,1500,3000,95,120,102,102,1,1,3,2,1,-0.23538952,0
30,140,800,1100,80,130,100,120,1,1,3,2,2,-0.692569258,0
20,130,600,1300,80,95,97,120,1,1,3,2,3,-0.23538952,0
110,130,900,3000,70,110,102,120,1,1,3,3,0,-0.23538952,0
20,90,1000,2000,80,200,102,105,1,1,3,3,1,-0.23538952,0
60,120,500,600,95,130,50,95,1,1,3,3,2,-0.23538952,0
60,130,800,1300,80,160,80,97,1,1,3,3,3,-0.23538952,0
100,110,0,1500,60,105,97,150,1,2,0,0,0,-0.23538952,0
30,110,800,2000,70,105,0,50,1,2,0,0,1,-0.23538952,0
70,140,1100,2000,0,95,90,95,1,2,0,0,2,-0.23538952,0
10,110,900,1500,80,120,50,100,1,2,0,0,3,-0.240243629,0
