id,name,Pitch Ration (P/D),Expanded Area Ratio (EAR),Propeller Blade Number (Z),Rn,D,KT0,KT1,KT2,KQ0,KQ1,KQ2
625,P_9423,0.992,0.548,4,45750711.07,9,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
626,P_9424,0.992,0.548,4,45750711.07,9.2,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
627,P_9425,0.992,0.548,4,45750711.07,9.4,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
628,P_9426,0.992,0.548,4,45750711.07,9.6,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
629,P_9427,0.992,0.548,4,45750711.07,9.8,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
630,P_9428,0.992,0.548,4,45750711.07,10,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
631,P_9429,0.992,0.556,4,45750711.07,8.8,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
632,P_9430,0.992,0.556,4,45750711.07,9,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
633,P_9431,0.992,0.556,4,45750711.07,9.2,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
634,P_9432,0.992,0.556,4,45750711.07,9.4,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
635,P_9433,0.992,0.556,4,45750711.07,9.6,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
636,P_9434,0.992,0.556,4,45750711.07,9.8,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
637,P_9435,0.992,0.556,4,45750711.07,10,0.429465702,-0.26631569,-0.124804125,0.05977674,-0.027993483,-0.022218511
638,P_9436,0.992,0.564,4,45750711.07,8.8,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
639,P_9437,0.992,0.564,4,45750711.07,9,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
640,P_9438,0.992,0.564,4,45750711.07,9.2,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
641,P_9439,0.992,0.564,4,45750711.07,9.4,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
642,P_9440,0.992,0.564,4,45750711.07,9.6,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
643,P_9441,0.992,0.564,4,45750711.07,9.8,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
644,P_9442,0.992,0.564,4,45750711.07,10,0.431201758,-0.26961787,-0.123861357,0.0601478,-0.028673716,-0.022034433
645,P_9443,0.992,0.572,4,45750711.07,8.8,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
646,P_9444,0.992,0.572,4,45750711.07,9,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
647,P_9445,0.992,0.572,4,45750711.07,9.2,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
648,P_9446,0.992,0.572,4,45750711.07,9.4,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
649,P_9447,0.992,0.572,4,45750711.07,9.6,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
650,P_9448,0.992,0.572,4,45750711.07,9.8,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
651,P_9449,0.992,0.572,4,45750711.07,10,0.432925964,-0.272905042,-0.122918547,0.060514752,-0.029349032,-0.021848461
652,P_9450,0.992,0.58,4,45750711.07,8.8,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
653,P_9451,0.992,0.58,4,45750711.07,9,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
654,P_9452,0.992,0.58,4,45750711.07,9.2,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
655,P_9453,0.992,0.58,4,45750711.07,9.4,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
656,P_9454,0.992,0.58,4,45750711.07,9.6,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
657,P_9455,0.992,0.58,4,45750711.07,9.8,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
658,P_9456,0.992,0.58,4,45750711.07,10,0.434638318,-0.276177205,-0.121975697,0.060877598,-0.030019429,-0.021660594
659,P_9457,0.992,0.588,4,45750711.07,8.8,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
660,P_9458,0.992,0.588,4,45750711.07,9,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
661,P_9459,0.992,0.588,4,45750711.07,9.2,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
662,P_9460,0.992,0.588,4,45750711.07,9.4,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
663,P_9461,0.992,0.588,4,45750711.07,9.6,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
664,P_9462,0.992,0.588,4,45750711.07,9.8,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
665,P_9463,0.992,0.588,4,45750711.07,10,0.436338821,-0.27943436,-0.121032805,0.061236338,-0.030684908,-0.021470832
666,P_9464,0.992,0.596,4,45750711.07,8.8,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
667,P_9465,0.992,0.596,4,45750711.07,9,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
668,P_9466,0.992,0.596,4,45750711.07,9.2,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
669,P_9467,0.992,0.596,4,45750711.07,9.4,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
670,P_9468,0.992,0.596,4,45750711.07,9.6,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
671,P_9469,0.992,0.596,4,45750711.07,9.8,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
672,P_9470,0.992,0.596,4,45750711.07,10,0.438027474,-0.282676508,-0.120089872,0.06159097,-0.031345468,-0.021279176
673,P_9471,0.992,0.604,4,45750711.07,8.8,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
674,P_9472,0.992,0.604,4,45750711.07,9,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
675,P_9473,0.992,0.604,4,45750711.07,9.2,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
676,P_9474,0.992,0.604,4,45750711.07,9.4,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
677,P_9475,0.992,0.604,4,45750711.07,9.6,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
678,P_9476,0.992,0.604,4,45750711.07,9.8,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
679,P_9477,0.992,0.604,4,45750711.07,10,0.439704275,-0.285903646,-0.119146898,0.061941496,-0.032001111,-0.021085625
680,P_9478,0.992,0.612,4,45750711.07,8.8,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
681,P_9479,0.992,0.612,4,45750711.07,9,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
682,P_9480,0.992,0.612,4,45750711.07,9.2,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
683,P_9481,0.992,0.612,4,45750711.07,9.4,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
684,P_9482,0.992,0.612,4,45750711.07,9.6,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
685,P_9483,0.992,0.612,4,45750711.07,9.8,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
686,P_9484,0.992,0.612,4,45750711.07,10,0.441369226,-0.289115777,-0.118203883,0.062287916,-0.032651835,-0.020890179
687,P_9485,0.992,0.62,4,45750711.07,8.8,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
688,P_9486,0.992,0.62,4,45750711.07,9,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
689,P_9487,0.992,0.62,4,45750711.07,9.2,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
690,P_9488,0.992,0.62,4,45750711.07,9.4,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
691,P_9489,0.992,0.62,4,45750711.07,9.6,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
692,P_9490,0.992,0.62,4,45750711.07,9.8,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
693,P_9491,0.992,0.62,4,45750711.07,10,0.443022325,-0.2923129,-0.117260827,0.062630229,-0.033297641,-0.020692839
694,P_9492,1.006,0.54,4,45750711.07,8.8,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
695,P_9493,1.006,0.54,4,45750711.07,9,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
696,P_9494,1.006,0.54,4,45750711.07,9.2,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
697,P_9495,1.006,0.54,4,45750711.07,9.4,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
698,P_9496,1.006,0.54,4,45750711.07,9.6,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
699,P_9497,1.006,0.54,4,45750711.07,9.8,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
700,P_9498,1.006,0.54,4,45750711.07,10,0.431528734,-0.257916234,-0.127007236,0.060641762,-0.026957272,-0.022657941
701,P_9499,1.006,0.548,4,45750711.07,8.8,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
702,P_9500,1.006,0.548,4,45750711.07,9,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
703,P_9501,1.006,0.548,4,45750711.07,9.2,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
704,P_9502,1.006,0.548,4,45750711.07,9.4,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
705,P_9503,1.006,0.548,4,45750711.07,9.6,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
706,P_9504,1.006,0.548,4,45750711.07,9.8,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
707,P_9505,1.006,0.548,4,45750711.07,10,0.433348936,-0.261295138,-0.12606832,0.061035775,-0.027653708,-0.022486996
708,P_9506,1.006,0.556,4,45750711.07,8.8,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
709,P_9507,1.006,0.556,4,45750711.07,9,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
710,P_9508,1.006,0.556,4,45750711.07,9.2,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
711,P_9509,1.006,0.556,4,45750711.07,9.4,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
712,P_9510,1.006,0.556,4,45750711.07,9.6,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
713,P_9511,1.006,0.556,4,45750711.07,9.8,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
714,P_9512,1.006,0.556,4,45750711.07,10,0.435157102,-0.264658922,-0.125129432,0.061425547,-0.028345186,-0.022314148
715,P_9513,1.006,0.564,4,45750711.07,8.8,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
716,P_9514,1.006,0.564,4,45750711.07,9,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
717,P_9515,1.006,0.564,4,45750711.07,9.2,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
718,P_9516,1.006,0.564,4,45750711.07,9.4,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
719,P_9517,1.006,0.564,4,45750711.07,9.6,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
720,P_9518,1.006,0.564,4,45750711.07,9.8,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
721,P_9519,1.006,0.564,4,45750711.07,10,0.436953233,-0.268007585,-0.124190573,0.061811076,-0.029031706,-0.022139397
722,P_9520,1.006,0.572,4,45750711.07,8.8,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
723,P_9521,1.006,0.572,4,45750711.07,9,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
724,P_9522,1.006,0.572,4,45750711.07,9.2,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
725,P_9523,1.006,0.572,4,45750711.07,9.4,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
726,P_9524,1.006,0.572,4,45750711.07,9.6,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
727,P_9525,1.006,0.572,4,45750711.07,9.8,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
728,P_9526,1.006,0.572,4,45750711.07,10,0.438737328,-0.271341128,-0.123251742,0.062192364,-0.029713268,-0.021962743
729,P_9527,1.006,0.58,4,45750711.07,8.8,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
730,P_9528,1.006,0.58,4,45750711.07,9,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
731,P_9529,1.006,0.58,4,45750711.07,9.2,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
732,P_9530,1.006,0.58,4,45750711.07,9.4,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
733,P_9531,1.006,0.58,4,45750711.07,9.6,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
734,P_9532,1.006,0.58,4,45750711.07,9.8,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
735,P_9533,1.006,0.58,4,45750711.07,10,0.440509387,-0.274659551,-0.122312939,0.06256941,-0.030389872,-0.021784185
736,P_9534,1.006,0.588,4,45750711.07,8.8,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
737,P_9535,1.006,0.588,4,45750711.07,9,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
738,P_9536,1.006,0.588,4,45750711.07,9.2,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
739,P_9537,1.006,0.588,4,45750711.07,9.4,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
740,P_9538,1.006,0.588,4,45750711.07,9.6,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
741,P_9539,1.006,0.588,4,45750711.07,9.8,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
742,P_9540,1.006,0.588,4,45750711.07,10,0.442269411,-0.277962854,-0.121374164,0.062942215,-0.031061519,-0.021603725
743,P_9541,1.006,0.596,4,45750711.07,8.8,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
744,P_9542,1.006,0.596,4,45750711.07,9,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
745,P_9543,1.006,0.596,4,45750711.07,9.2,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
746,P_9544,1.006,0.596,4,45750711.07,9.4,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
747,P_9545,1.006,0.596,4,45750711.07,9.6,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
748,P_9546,1.006,0.596,4,45750711.07,9.8,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
749,P_9547,1.006,0.596,4,45750711.07,10,0.4440174,-0.281251036,-0.120435418,0.063310777,-0.031728207,-0.021421362
750,P_9548,1.006,0.604,4,45750711.07,8.8,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
751,P_9549,1.006,0.604,4,45750711.07,9,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
752,P_9550,1.006,0.604,4,45750711.07,9.2,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
753,P_9551,1.006,0.604,4,45750711.07,9.4,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
754,P_9552,1.006,0.604,4,45750711.07,9.6,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
755,P_9553,1.006,0.604,4,45750711.07,9.8,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
756,P_9554,1.006,0.604,4,45750711.07,10,0.445753353,-0.284524098,-0.1194967,0.063675098,-0.032389937,-0.021237095
757,P_9555,1.006,0.612,4,45750711.07,8.8,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
758,P_9556,1.006,0.612,4,45750711.07,9,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
759,P_9557,1.006,0.612,4,45750711.07,9.2,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
760,P_9558,1.006,0.612,4,45750711.07,9.4,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
761,P_9559,1.006,0.612,4,45750711.07,9.6,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
762,P_9560,1.006,0.612,4,45750711.07,9.8,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
763,P_9561,1.006,0.612,4,45750711.07,10,0.44747727,-0.28778204,-0.11855801,0.064035178,-0.03304671,-0.021050926
764,P_9562,1.006,0.62,4,45750711.07,8.8,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
765,P_9563,1.006,0.62,4,45750711.07,9,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
766,P_9564,1.006,0.62,4,45750711.07,9.2,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
767,P_9565,1.006,0.62,4,45750711.07,9.4,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
768,P_9566,1.006,0.62,4,45750711.07,9.6,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
769,P_9567,1.006,0.62,4,45750711.07,9.8,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
770,P_9568,1.006,0.62,4,45750711.07,10,0.449189152,-0.291024862,-0.117619348,0.064391015,-0.033698524,-0.020862853
771,P_9569,1.02,0.54,4,45750711.07,8.8,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
772,P_9570,1.02,0.54,4,45750711.07,9,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
773,P_9571,1.02,0.54,4,45750711.07,9.2,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
774,P_9572,1.02,0.54,4,45750711.07,9.4,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
775,P_9573,1.02,0.54,4,45750711.07,9.6,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
776,P_9574,1.02,0.54,4,45750711.07,9.8,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
777,P_9575,1.02,0.54,4,45750711.07,10,0.437041629,-0.256108795,-0.127336058,0.062280912,-0.027295018,-0.022728939
778,P_9576,1.02,0.548,4,45750711.07,8.8,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
779,P_9577,1.02,0.548,4,45750711.07,9,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
780,P_9578,1.02,0.548,4,45750711.07,9.2,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
781,P_9579,1.02,0.548,4,45750711.07,9.4,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
782,P_9580,1.02,0.548,4,45750711.07,9.6,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
783,P_9581,1.02,0.548,4,45750711.07,9.8,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
784,P_9582,1.02,0.548,4,45750711.07,10,0.438922718,-0.259533885,-0.126401184,0.062689931,-0.027997753,-0.022567303
785,P_9583,1.02,0.556,4,45750711.07,8.8,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
786,P_9584,1.02,0.556,4,45750711.07,9,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
787,P_9585,1.02,0.556,4,45750711.07,9.2,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
788,P_9586,1.02,0.556,4,45750711.07,9.4,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
789,P_9587,1.02,0.556,4,45750711.07,9.6,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
790,P_9588,1.02,0.556,4,45750711.07,9.8,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
791,P_9589,1.02,0.556,4,45750711.07,10,0.440791582,-0.262943736,-0.125466413,0.06309457,-0.028695489,-0.022403756
792,P_9590,1.02,0.564,4,45750711.07,8.8,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
793,P_9591,1.02,0.564,4,45750711.07,9,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
794,P_9592,1.02,0.564,4,45750711.07,9.2,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
795,P_9593,1.02,0.564,4,45750711.07,9.4,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
796,P_9594,1.02,0.564,4,45750711.07,9.6,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
797,P_9595,1.02,0.564,4,45750711.07,9.8,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
798,P_9596,1.02,0.564,4,45750711.07,10,0.442648222,-0.266338346,-0.124531744,0.06349483,-0.029388227,-0.022238297
799,P_9597,1.02,0.572,4,45750711.07,8.8,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
800,P_9598,1.02,0.572,4,45750711.07,9,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
801,P_9599,1.02,0.572,4,45750711.07,9.2,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
802,P_9600,1.02,0.572,4,45750711.07,9.4,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
803,P_9601,1.02,0.572,4,45750711.07,9.6,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
804,P_9602,1.02,0.572,4,45750711.07,9.8,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
805,P_9603,1.02,0.572,4,45750711.07,10,0.444492637,-0.269717716,-0.123597178,0.06389071,-0.030075967,-0.022070925
806,P_9604,1.02,0.58,4,45750711.07,8.8,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
807,P_9605,1.02,0.58,4,45750711.07,9,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
808,P_9606,1.02,0.58,4,45750711.07,9.2,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
809,P_9607,1.02,0.58,4,45750711.07,9.4,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
810,P_9608,1.02,0.58,4,45750711.07,9.6,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
811,P_9609,1.02,0.58,4,45750711.07,9.8,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
812,P_9610,1.02,0.58,4,45750711.07,10,0.446324828,-0.273081846,-0.122662715,0.064282211,-0.030758709,-0.021901642
813,P_9611,1.02,0.588,4,45750711.07,8.8,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
814,P_9612,1.02,0.588,4,45750711.07,9,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
815,P_9613,1.02,0.588,4,45750711.07,9.2,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
816,P_9614,1.02,0.588,4,45750711.07,9.4,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
817,P_9615,1.02,0.588,4,45750711.07,9.6,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
818,P_9616,1.02,0.588,4,45750711.07,9.8,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
819,P_9617,1.02,0.588,4,45750711.07,10,0.448144794,-0.276430735,-0.121728354,0.064669332,-0.031436453,-0.021730447
820,P_9618,1.02,0.596,4,45750711.07,8.8,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
821,P_9619,1.02,0.596,4,45750711.07,9,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
822,P_9620,1.02,0.596,4,45750711.07,9.2,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
823,P_9621,1.02,0.596,4,45750711.07,9.4,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
824,P_9622,1.02,0.596,4,45750711.07,9.6,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
825,P_9623,1.02,0.596,4,45750711.07,9.8,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
826,P_9624,1.02,0.596,4,45750711.07,10,0.449952535,-0.279764384,-0.120794095,0.065052073,-0.032109198,-0.02155734
827,P_9625,1.02,0.604,4,45750711.07,8.8,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
828,P_9626,1.02,0.604,4,45750711.07,9,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
829,P_9627,1.02,0.604,4,45750711.07,9.2,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
830,P_9628,1.02,0.604,4,45750711.07,9.4,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
831,P_9629,1.02,0.604,4,45750711.07,9.6,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
832,P_9630,1.02,0.604,4,45750711.07,9.8,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
833,P_9631,1.02,0.604,4,45750711.07,10,0.451748052,-0.283082793,-0.11985994,0.065430436,-0.032776946,-0.021382321
